method,sample,n_pairs,n_events,n_control_clusters,max_control_reuse,total_pre_treatment_rx,total_post_treatment_rx,total_pre_control_rx,total_post_control_rx,total_incremental_lift,incremental_lift_pct,mean_lift_per_pair,se_clustered,t_stat,p_value,significant_05,lift_ci_low_pct,lift_ci_high_pct,value_per_rx_claim,estimated_business_value,program_spend_allocated,roi_pct,roi_multiple,program_spend_full_events,roi_pct_full_spend,roi_multiple_full_spend,true_effect_pct,gap_vs_truth_pp,ratio_did_pct_diagnostic,baseline_imbalance_pct_diagnostic,n_anchor_pairs,n_nonanchor_pairs,anchor_lift_pct,nonanchor_lift_pct_is_bias,implied_true_effect_pct,implied_gap_vs_truth_pp,confidence_note,spend_source_note,missing_data_policy,window_definition
random,all_pairs,4320,200,783,21,8233427.0,9954644.0,4328882.0,4631601.0,1418498.0,17.228524647148753,328.35601851851845,12.127138471257064,27.076133359635172,1.88117709401451e-161,True,15.981400939835646,18.47564835446185,150,212774700.0,3762590.0,5555.006258986496,56.55006258986496,3762590.0,5555.006258986496,56.55006258986496,15.0,2.2285246471487525,13.002929586252666,-47.42308397220258,540,3780,23.076418021370728,16.671677138997243,6.404740882373485,-8.595259117626515,,program_spend from events_preprocessed_final.csv,"Rx panel complete (no gaps within a series). Pairs whose target_ndc_category has no series for the treatment or control HCP are EXCLUDED and counted, never imputed as 0.","pre=[-6,-1], post=[1,6] months relative to event month; event month excluded (washout)"
random,excl_outliers,4320,200,783,21,8233427.0,9954644.0,4328882.0,4631601.0,1418498.0,17.228524647148753,328.35601851851845,12.127138471257064,27.076133359635172,1.88117709401451e-161,True,15.981400939835646,18.47564835446185,150,212774700.0,3762590.0,5555.006258986496,56.55006258986496,3762590.0,5555.006258986496,56.55006258986496,15.0,2.2285246471487525,13.002929586252666,-47.42308397220258,540,3780,23.076418021370728,16.671677138997243,6.404740882373485,-8.595259117626515,,program_spend from events_preprocessed_final.csv,"Rx panel complete (no gaps within a series). Pairs whose target_ndc_category has no series for the treatment or control HCP are EXCLUDED and counted, never imputed as 0.","pre=[-6,-1], post=[1,6] months relative to event month; event month excluded (washout)"
