method,sample,n_pairs,n_events,n_control_clusters,max_control_reuse,total_pre_treatment_rx,total_post_treatment_rx,total_pre_control_rx,total_post_control_rx,total_incremental_lift,incremental_lift_pct,mean_lift_per_pair,se_clustered,t_stat,p_value,significant_05,lift_ci_low_pct,lift_ci_high_pct,value_per_rx_claim,estimated_business_value,program_spend_allocated,roi_pct,roi_multiple,program_spend_full_events,roi_pct_full_spend,roi_multiple_full_spend,true_effect_pct,gap_vs_truth_pp,ratio_did_pct_diagnostic,baseline_imbalance_pct_diagnostic,n_anchor_pairs,n_nonanchor_pairs,anchor_lift_pct,nonanchor_lift_pct_is_bias,implied_true_effect_pct,implied_gap_vs_truth_pp,confidence_note,spend_source_note,missing_data_policy,window_definition
nnm,all_pairs,4274,200,535,82,8026627.0,9699893.0,5951036.0,6620328.0,1003974.0,12.508043540580621,234.90266729059428,14.799564318149205,15.872269091227585,9.861040177636586e-57,True,10.963506038368903,14.052581042792337,150,150596100.0,3748557.2200347353,3917.441675829735,40.174416758297355,3762590.0,3902.458412954906,40.02458412954906,15.0,-2.491956459419379,8.629287895948568,-25.858819651143627,538,3736,21.432220528691275,11.641316114640627,9.790904414050647,-5.209095585949353,,program_spend from events_preprocessed_final.csv,"Rx panel complete (no gaps within a series). Pairs whose target_ndc_category has no series for the treatment or control HCP are EXCLUDED and counted, never imputed as 0.","pre=[-6,-1], post=[1,6] months relative to event month; event month excluded (washout)"
nnm,excl_outliers,4274,200,535,82,8026627.0,9699893.0,5951036.0,6620328.0,1003974.0,12.508043540580621,234.90266729059428,14.799564318149205,15.872269091227585,9.861040177636586e-57,True,10.963506038368903,14.052581042792337,150,150596100.0,3748557.2200347353,3917.441675829735,40.174416758297355,3762590.0,3902.458412954906,40.02458412954906,15.0,-2.491956459419379,8.629287895948568,-25.858819651143627,538,3736,21.432220528691275,11.641316114640627,9.790904414050647,-5.209095585949353,,program_spend from events_preprocessed_final.csv,"Rx panel complete (no gaps within a series). Pairs whose target_ndc_category has no series for the treatment or control HCP are EXCLUDED and counted, never imputed as 0.","pre=[-6,-1], post=[1,6] months relative to event month; event month excluded (washout)"
