method,sample,n_pairs,n_events,n_control_clusters,max_control_reuse,total_pre_treatment_rx,total_post_treatment_rx,total_pre_control_rx,total_post_control_rx,total_incremental_lift,incremental_lift_pct,mean_lift_per_pair,se_clustered,t_stat,p_value,significant_05,lift_ci_low_pct,lift_ci_high_pct,value_per_rx_claim,estimated_business_value,program_spend_allocated,roi_pct,roi_multiple,program_spend_full_events,roi_pct_full_spend,roi_multiple_full_spend,true_effect_pct,gap_vs_truth_pp,ratio_did_pct_diagnostic,baseline_imbalance_pct_diagnostic,n_anchor_pairs,n_nonanchor_pairs,anchor_lift_pct,nonanchor_lift_pct_is_bias,implied_true_effect_pct,implied_gap_vs_truth_pp,confidence_note,spend_source_note,missing_data_policy,window_definition
psm,all_pairs,2698,200,604,34,3675141.0,4346925.0,3639859.0,4023300.0,288343.0,7.845767005946167,106.87286879169757,9.474335910262463,11.280249064837825,1.6428020554432877e-29,True,6.482550584539233,9.208983427353102,150,43251450.0,2422218.9871762516,1685.6127059106743,17.856127059106743,3762590.0,1049.5127026861817,11.495127026861816,15.0,-7.154232994053833,7.006530843925862,-0.9600175884408245,443,2255,16.628614311920778,6.450868357019142,10.177745954901635,-4.822254045098365,"Common-support drop rate is 37.55% (2698/4320 matched) -- a known small-sample PSM limitation, not a code defect.",program_spend from events_preprocessed_final.csv,"Rx panel complete (no gaps within a series). Pairs whose target_ndc_category has no series for the treatment or control HCP are EXCLUDED and counted, never imputed as 0.","pre=[-6,-1], post=[1,6] months relative to event month; event month excluded (washout)"
psm,excl_outliers,2698,200,604,34,3675141.0,4346925.0,3639859.0,4023300.0,288343.0,7.845767005946167,106.87286879169757,9.474335910262463,11.280249064837825,1.6428020554432877e-29,True,6.482550584539233,9.208983427353102,150,43251450.0,2422218.9871762516,1685.6127059106743,17.856127059106743,3762590.0,1049.5127026861817,11.495127026861816,15.0,-7.154232994053833,7.006530843925862,-0.9600175884408245,443,2255,16.628614311920778,6.450868357019142,10.177745954901635,-4.822254045098365,"Common-support drop rate is 37.55% (2698/4320 matched) -- a known small-sample PSM limitation, not a code defect.",program_spend from events_preprocessed_final.csv,"Rx panel complete (no gaps within a series). Pairs whose target_ndc_category has no series for the treatment or control HCP are EXCLUDED and counted, never imputed as 0.","pre=[-6,-1], post=[1,6] months relative to event month; event month excluded (washout)"
